2014 SVI Limited English Ability Encoding,2015 SVI Limited English Ability Encoding,2016 SVI Limited English Ability Encoding,2017 SVI Limited English Ability Encoding,2018 SVI Limited English Ability Encoding,2019 SVI Limited English Ability Encoding,2020 SVI Limited English Ability Encoding
76.57626,76.76249,76.95,72.8341,68.72886,66.55043,64.41856
39.15899,40.18867,41.21767,40.989113,40.77986,41.38473,41.97325
-3.3870287,-2.3695338,-1.352257,-0.30956572,0.6957186,0.7978762,0.87792665
39.606174,39.31821,39.0297,38.257,37.452274,39.009,40.516552
-20.766382,-20.922058,-21.078756,-18.89322,-16.71827,-14.897803,-13.129587
46.36399,47.248978,48.1334,46.38839,44.62381,45.27672,45.945976
-95.4271,-97.443695,-99.462654,-97.57028,-95.67464,-94.92909,-94.13526
32.11098,31.759735,31.408855,27.254688,23.100853,22.472252,21.855177
25.970608,26.439386,26.90903,25.365139,23.794928,22.705362,21.597712
0.5407068,1.6729242,2.8054976,4.381802,5.9417167,7.326571,8.708256
14.299338,14.107797,13.9165945,10.87862,7.8484735,6.622094,5.3927197
14.647883,14.584171,14.520127,14.070936,13.6257,13.684069,13.73956
-12.745406,-12.560913,-12.377326,-10.026652,-7.645648,-6.9787946,-6.271034
-56.010582,-56.65788,-57.305023,-56.639984,-55.94052,-55.512814,-55.05943
-25.04505,-25.159655,-25.273869,-23.628878,-21.966013,-22.701544,-23.409391
-22.96663,-24.940065,-26.91151,-27.335983,-27.773664,-27.033022,-26.27646
77.50836,76.82207,76.13499,77.24062,78.36444,79.8584,81.370834
75.82119,75.97996,76.139565,77.5776,78.99732,79.60836,80.19219
-66.73889,-67.35323,-67.96893,-66.11055,-64.26542,-61.403618,-58.55756
-35.11063,-35.570698,-36.031734,-34.557674,-33.068676,-34.154533,-35.26093
46.216694,46.77007,47.32342,48.83211,50.34068,51.019535,51.684734
-53.150223,-53.739437,-54.329147,-53.63315,-52.913708,-53.937664,-54.921444
42.66252,42.271725,41.88051,40.6522,39.380398,37.862823,36.30116
-30.879734,-31.127415,-31.373322,-30.033142,-28.724297,-29.975296,-31.234953
-2.8550012,-1.4840925,-0.11167307,0.83926135,1.8281071,2.4217703,3.0423462
13.007958,12.863158,12.720244,11.254301,9.790171,9.162342,8.567181
-25.45341,-27.007042,-28.559986,-27.440613,-26.353,-23.906437,-21.465288
68.67662,68.33304,67.9896,66.47304,64.96192,64.53574,64.07826
-63.351994,-64.771576,-66.1909,-64.79184,-63.424713,-61.840397,-60.28801
79.53738,80.052666,80.567184,78.559494,76.589195,76.156975,75.751045
-4.751931,-4.694497,-4.6358843,-3.9963675,-3.3711977,-3.6174192,-3.8336458
0.26328233,0.025630506,-0.21112105,-0.3970761,-0.5561413,1.1935039,2.9876323
-15.027091,-15.861537,-16.695536,-18.528152,-20.39483,-20.684578,-21.016222
27.297485,26.78364,26.27083,25.968666,25.661787,24.959293,24.277323
-4.4393516,-4.3071713,-4.1762977,-5.5547137,-6.948724,-5.5979314,-4.239198
72.81936,73.03456,73.250854,72.45791,71.62423,73.045975,74.39104
-54.255466,-54.314568,-54.3723,-52.75563,-51.17339,-50.47267,-49.802982
41.401142,41.632843,41.863922,41.510605,41.143585,42.02597,42.861504
-11.958263,-11.751366,-11.544923,-10.623376,-9.730349,-9.699232,-9.675851
-83.98832,-85.54336,-87.09787,-87.47562,-87.85161,-88.98461,-90.09157
68.82347,69.14566,69.467514,69.52864,69.58446,70.31033,71.06016
-38.778515,-38.24214,-37.705566,-36.77259,-35.849827,-35.62227,-35.397213
-4.2264676,-3.8181815,-3.4100661,-4.1563134,-4.882999,-5.667718,-6.4621654
87.39144,88.802536,90.213356,91.39074,92.591866,94.38291,96.17802
13.402866,13.824333,14.247464,13.975673,13.714366,15.176959,16.653162
-33.12407,-34.1319,-35.140007,-36.176205,-37.172825,-38.21137,-39.236362
40.36723,40.857533,41.34718,41.856438,42.4053,42.57278,42.7503
8.298259,7.4349885,6.572413,3.8490539,1.1666875,-1.3816934,-3.8718076
-44.80539,-44.43882,-44.071243,-44.88244,-45.666992,-46.770943,-47.808502
65.11656,64.26971,63.422585,62.12458,60.80151,61.083107,61.3499
-1.3171554,-1.836988,-2.3574958,-3.8060956,-5.2428985,-6.521338,-7.7437263
-82.51018,-83.37345,-84.235596,-82.421005,-80.62908,-83.107735,-85.63671
26.259521,26.33739,26.417233,25.171675,23.955204,23.926037,23.94435
8.790667,9.079465,9.367762,7.777919,6.198647,6.273875,6.387973
-1.8613946,-1.5936372,-1.3271301,-2.9348361,-4.548221,-6.678558,-8.8053465
42.276356,42.84618,43.416378,44.125336,44.846817,44.83858,44.81174
30.703915,30.077559,29.449951,27.53838,25.662102,23.903479,22.198128
23.339348,23.217684,23.096348,21.198902,19.303856,18.822392,18.341042
25.907448,26.79883,27.69233,26.832098,25.944681,26.286818,26.622757
11.765758,11.195203,10.624944,11.022742,11.39491,11.632621,11.831732
45.451923,45.366146,45.27965,45.57329,45.82956,47.53712,49.238735
-3.5231795,-3.2111793,-2.8986583,-2.205505,-1.500172,-1.6582407,-1.8429102
-6.2998443,-5.3439,-4.387683,-4.795061,-5.208108,-5.4208302,-5.635286
11.544047,12.887226,14.229321,13.04075,11.83801,11.19703,10.525627
69.06843,69.18432,69.30028,66.185555,63.04149,60.127117,57.220657
-16.73271,-18.013401,-19.295418,-17.976528,-16.68359,-17.049326,-17.44711
-59.926018,-60.921158,-61.916553,-60.857998,-59.838814,-60.07686,-60.390587
26.046366,26.568415,27.090578,28.409445,29.692032,29.073853,28.427357
6.2355685,4.759108,3.2829082,5.270521,7.214928,7.78066,8.292579
-21.106895,-18.664797,-16.222065,-13.511534,-10.7985,-9.4693365,-8.138086
0.5593951,0.0026590787,-0.55358577,0.5170777,1.6163723,2.5372164,3.5176795
-96.92784,-96.81464,-96.70381,-97.44568,-98.15919,-99.70866,-101.1951
28.449127,28.90011,29.349604,28.700403,28.091223,27.263542,26.51084
-81.15195,-81.35221,-81.552574,-78.85813,-76.16492,-75.20075,-74.23527
-13.532918,-12.655992,-11.778721,-11.1263275,-10.510433,-10.575026,-10.693567
32.863094,33.342785,33.82484,34.554016,35.261787,35.814323,36.318558
-76.540054,-76.62247,-76.705414,-76.15564,-75.580124,-75.47044,-75.3197
-41.1912,-40.639492,-40.087852,-40.028595,-39.961494,-38.75881,-37.58004
25.02482,24.706726,24.388199,23.66336,22.913666,23.17485,23.400633
-68.66912,-68.621635,-68.575356,-66.176056,-63.7382,-63.551006,-63.30944
-2.5988228,-2.926567,-3.2546844,-3.377163,-3.524653,-3.7609262,-3.98877
-32.272438,-32.201954,-32.13092,-31.888327,-31.62573,-29.021914,-26.432331
-13.501172,-13.518193,-13.534736,-14.050922,-14.561174,-14.044487,-13.545232
-40.73027,-39.832798,-38.936607,-35.647804,-32.372772,-32.35873,-32.387024
-22.16188,-22.120005,-22.078262,-22.3513,-22.583834,-21.556011,-20.451344
41.135178,41.834503,42.53476,43.706192,44.87349,46.350136,47.821068
65.31245,65.58292,65.85349,64.48368,63.085396,63.406937,63.722263
60.863453,60.522247,60.1806,59.6193,59.037914,59.745453,60.41787
-29.297123,-29.738838,-30.180384,-30.030685,-29.845612,-28.596533,-27.328735
-67.565384,-67.00151,-66.43691,-66.32498,-66.24877,-66.037056,-65.82313
-68.009094,-68.13393,-68.25909,-65.645615,-62.99033,-61.964664,-60.905636
-5.1300554,-5.1464467,-5.162383,-7.3018255,-9.438916,-9.925297,-10.396139
55.426216,55.966618,56.50695,56.70109,56.895435,57.226933,57.59128
-0.088121526,0.011952525,0.11251152,0.76624453,1.3866228,0.7416674,0.03171671
30.180935,30.232237,30.283268,28.21576,26.174316,23.733736,21.34059
-17.09595,-16.707695,-16.318077,-15.770684,-15.20638,-17.071177,-18.92797
-24.515938,-23.778677,-23.041002,-23.224745,-23.40268,-22.99187,-22.58395
-25.848276,-26.29164,-26.736502,-25.389065,-24.058475,-23.549707,-23.096968
-34.129982,-34.032078,-33.936,-34.631573,-35.367126,-35.586594,-35.812275
52.278442,54.079037,55.87912,55.289894,54.66439,54.83682,54.946457
-12.126153,-11.404342,-10.682596,-12.266606,-13.830923,-14.063149,-14.264012
44.903687,44.688446,44.47431,43.76096,43.002724,42.706787,42.374535
-17.574049,-17.593927,-17.613165,-17.277357,-16.927713,-14.064,-11.201383
-42.22295,-41.44217,-40.661366,-38.679646,-36.69726,-37.080814,-37.4853
29.661518,29.403349,29.144745,26.862047,24.54641,25.993912,27.418003
-10.656431,-9.831576,-9.007898,-8.562882,-8.119148,-8.745627,-9.407004
4.312862,3.525225,2.7370617,1.8818039,1.0106577,1.0315126,1.072987
-21.97322,-22.139185,-22.305696,-21.296053,-20.294785,-21.504984,-22.758379
46.946224,47.13734,47.328053,47.716606,48.146618,49.610275,51.125053
-1.7228029,-1.3876951,-1.0524881,-0.9501531,-0.86754966,-2.5632179,-4.3054504
9.149147,9.20833,9.268325,10.095409,10.887508,10.043385,9.128832
91.593796,92.54439,93.4961,92.682014,91.87311,92.23759,92.63155
-75.31877,-75.287094,-75.255646,-74.94385,-74.65164,-73.970825,-73.34117
-120.60698,-122.045746,-123.48366,-121.157486,-118.84459,-117.75372,-116.68147
-42.69262,-42.468655,-42.246017,-42.427418,-42.574352,-43.90348,-45.162266
-3.656596,-4.686211,-5.7166467,-6.484175,-7.222114,-8.213099,-9.157342
-3.6526012,-2.6185036,-1.5846463,0.12240783,1.8317355,2.7571716,3.6630116
8.960231,8.934205,8.906321,8.094433,7.240105,10.013806,12.7340975
-36.45329,-36.700294,-36.947258,-37.425,-37.921467,-38.422478,-38.924175
-74.18107,-74.48732,-74.79176,-73.75722,-72.75303,-73.0141,-73.30979
4.39703,4.2826743,4.16906,1.7913524,-0.6049556,-0.37900487,-0.20212404
-29.609669,-31.032578,-32.45451,-32.347076,-32.215908,-31.31756,-30.369394
12.807257,12.85726,12.906772,13.358321,13.824363,14.153336,14.483287
-26.720875,-27.36576,-28.01092,-27.208382,-26.37975,-27.83885,-29.275661
0.58349544,0.553222,0.5217317,0.5457681,0.6031411,0.1381524,-0.31263798
-33.87092,-34.953995,-36.037086,-37.144485,-38.28767,-37.22451,-36.158295
-26.482922,-25.853806,-25.224669,-26.153915,-27.09046,-28.820227,-30.514389
-18.940756,-19.139374,-19.336842,-19.663326,-19.961086,-19.306444,-18.594322
15.0465555,15.395543,15.744857,16.361237,16.965374,16.83743,16.661757
-64.81703,-66.206955,-67.59773,-68.48519,-69.34447,-69.88234,-70.414536
-46.73253,-44.74173,-42.751186,-41.295044,-39.84803,-39.955803,-40.10478
27.021538,26.59677,26.173576,26.667202,27.122622,27.948845,28.71089
-46.89515,-48.320473,-49.74708,-47.605526,-45.492718,-46.326485,-47.174934
-31.648901,-31.386633,-31.124418,-27.79478,-24.49144,-24.246582,-24.066862
6.6954594,5.6153502,4.5341725,7.005345,9.447559,10.051983,10.591897
-24.261482,-25.021217,-25.781055,-26.57802,-27.41066,-29.102802,-30.814827
-36.69156,-35.697945,-34.703953,-34.983093,-35.224453,-34.62431,-33.990074
3.7415478,4.426737,5.1118197,3.0169537,0.9148489,0.30910695,-0.28933465
10.662223,10.863617,11.067517,7.845299,4.6350527,2.0579195,-0.5146207
9.094587,9.620329,10.146772,10.621229,11.0688,11.78343,12.444853
95.821396,96.166176,96.51055,95.64665,94.739235,94.28583,93.7521
-6.3404207,-5.0691266,-3.7964668,-4.549893,-5.3339105,-7.093314,-8.895021
89.22197,89.130005,89.03831,87.5452,86.07623,85.83919,85.63606
73.237015,72.725685,72.21355,70.218666,68.21822,67.40851,66.61382
-3.686912,-3.9485393,-4.210031,-5.133678,-6.0541835,-5.095382,-4.131046
-4.138398,-4.7226353,-5.3071785,-5.5602436,-5.7888374,-5.044428,-4.2401543
15.144723,13.902884,12.660813,11.068489,9.470518,8.561341,7.638747
63.09104,63.357952,63.625156,62.62333,61.609486,61.900356,62.164864
-57.496754,-59.95946,-62.421383,-61.8361,-61.23278,-60.28759,-59.308765
90.42678,92.00454,93.58288,95.51003,97.41363,100.19868,102.91482
-4.8374724,-4.8807616,-4.924154,-3.1698756,-1.4517988,-0.36650982,0.7079702
50.958584,50.58945,50.221504,50.144737,50.060932,49.19086,48.308334
46.198235,46.21833,46.23852,44.090954,41.935715,42.576836,43.231125
49.494774,50.127243,50.759674,49.503784,48.215,47.876106,47.52157
-88.018585,-88.222725,-88.42745,-87.08755,-85.75266,-85.87444,-85.99253
-12.799185,-13.052401,-13.306232,-12.729891,-12.176733,-13.117117,-14.073315
-0.46630067,-1.1386821,-1.8123863,-1.5681455,-1.3384054,-2.3228147,-3.3184059
9.618188,9.373913,9.131298,8.228457,7.3511868,7.069728,6.854591
-9.088961,-9.219972,-9.351768,-9.238112,-9.101229,-7.306299,-5.5243025
4.905674,5.1500454,5.39332,4.967251,4.536869,3.817963,3.0625489
49.113262,48.767624,48.42317,47.005653,45.554485,43.724648,41.82899
-18.925522,-18.400072,-17.873447,-16.789522,-15.685866,-16.012487,-16.351171
-25.319605,-25.167387,-25.014692,-24.003828,-23.009768,-24.451258,-25.884628
31.698236,32.157475,32.616684,31.779932,30.95338,30.204176,29.44878
-27.14423,-27.267372,-27.391348,-26.515188,-25.64796,-24.1045,-22.589188
-5.3823695,-4.9105964,-4.4410453,-4.755711,-5.0625453,-5.7321887,-6.4119678
4.3937807,3.9319966,3.471739,4.174219,4.898574,5.1482315,5.416609
-56.55889,-57.75613,-58.95274,-56.887016,-54.782913,-54.675457,-54.53094
-35.073883,-35.48123,-35.888767,-34.80425,-33.69564,-33.642044,-33.5518
4.024901,4.1380982,4.252173,5.4224725,6.6189885,8.8184805,11.031697
-66.47856,-66.88139,-67.28506,-67.23721,-67.15868,-67.29575,-67.35736
-74.3648,-73.99763,-73.63109,-73.02322,-72.43572,-72.06856,-71.72555
-78.57793,-78.670525,-78.763275,-76.205284,-73.649254,-71.970604,-70.293816
56.78265,56.819683,56.857273,54.4352,51.999477,53.207096,54.430027
-3.2249584,-3.0829134,-2.941268,-2.5746765,-2.1970081,-1.7426628,-1.2444886
57.500042,56.968357,56.438114,54.464832,52.527893,50.848217,49.231655
-2.8479354,-2.781802,-2.7146707,-3.0045469,-3.266666,-2.4839969,-1.7010957
-12.774835,-13.731214,-14.68671,-15.553702,-16.45745,-16.416254,-16.396997
17.351572,18.50736,19.663374,20.16112,20.676638,22.02528,23.414627
54.20789,54.613804,55.02076,57.15382,59.275475,59.19131,59.057457
6.028744,6.291043,6.554503,8.461623,10.344919,9.170742,7.9561276
-30.118717,-30.794662,-31.468962,-31.50416,-31.54791,-32.43379,-33.34882
15.678762,14.6424675,13.607018,11.193436,8.812738,7.1852646,5.603528
22.681896,22.85961,23.038822,25.496984,27.987387,28.16629,28.410805
14.542659,14.624036,14.705852,13.659343,12.6512,11.182199,9.794969
-49.1615,-49.55406,-49.946545,-49.54367,-49.135647,-48.284542,-47.431526
-58.32491,-59.314964,-60.304466,-59.2004,-58.13114,-59.241585,-60.40213
59.175884,59.102577,59.028683,58.71097,58.353558,57.59225,56.752987
78.338905,79.370285,80.401375,79.07917,77.756615,76.71771,75.70417
4.7501287,3.8345878,2.9181364,1.4483217,-0.045711685,0.024157833,0.088922806
-79.017235,-81.42351,-83.82933,-85.01485,-86.17377,-85.156265,-84.135124
9.466869,9.111408,8.755732,9.300114,9.816582,9.344699,8.8207655
-127.80989,-128.70628,-129.60384,-128.74556,-127.904526,-127.24919,-126.6488
-33.961887,-34.24742,-34.533405,-33.86928,-33.228455,-31.974602,-30.770039
3.1643496,4.5235815,5.884397,5.5697126,5.2714996,7.111381,8.93986
-9.2814,-9.702761,-10.123839,-10.250447,-10.393095,-10.126252,-9.849007
85.736496,86.58731,87.43825,84.85977,82.30632,80.02861,77.80489
-33.665066,-33.115906,-32.567593,-31.127043,-29.717184,-28.083723,-26.509205
1.331129,2.3503807,3.370608,5.238449,7.096756,8.537678,9.984375
-21.092096,-20.698772,-20.306097,-20.160503,-20.043184,-18.879202,-17.783161
-48.627712,-48.93531,-49.242573,-50.831882,-52.40539,-53.972176,-55.532795
-41.45458,-41.031857,-40.60744,-42.14911,-43.655632,-45.361366,-47.01304
37.7263,37.738876,37.75207,36.697063,35.612206,34.78031,33.906597
-59.094368,-61.091824,-63.090424,-63.198833,-63.349808,-63.23954,-63.171047
17.709248,18.298475,18.887386,18.950972,18.986998,18.684362,18.343578
-19.122423,-18.732092,-18.342928,-19.418917,-20.463469,-21.045732,-21.609184
-17.562546,-17.490099,-17.416756,-15.729,-14.045679,-14.6687565,-15.307388
29.222387,29.644384,30.066755,29.4282,28.763414,30.074049,31.345333
-22.486444,-23.451965,-24.41809,-24.332594,-24.22517,-24.673582,-25.101068
41.455147,41.55959,41.663593,40.940178,40.184032,38.181736,36.174885
29.940134,29.746235,29.553553,28.70644,27.882185,27.357853,26.851427
-14.165343,-13.322883,-12.480519,-11.968171,-11.427011,-12.941054,-14.407058
29.915333,30.232943,30.552456,29.020409,27.501158,27.69512,27.90928
-15.064465,-15.080896,-15.098022,-14.561676,-14.035301,-13.092762,-12.155405
-68.129845,-68.53145,-68.93379,-67.92994,-66.93947,-66.02969,-65.16388
0.8338434,1.105675,1.3781054,-0.10993176,-1.5968034,-1.8032835,-1.9847486
17.025848,15.119141,13.212219,14.824108,16.446636,16.077427,15.73032
94.992294,95.16539,95.3385,93.79921,92.27086,91.255806,90.231476
49.93738,50.27999,50.622467,50.119648,49.586475,48.603676,47.558865
-21.261398,-21.374496,-21.4883,-19.963732,-18.410357,-18.049944,-17.683718
-16.71411,-15.439825,-14.164889,-11.384939,-8.626033,-6.311927,-4.0573587
23.807213,23.200436,22.592464,19.648651,16.740719,18.304382,19.895134
-1.7077464,-1.031269,-0.35492367,1.2549249,2.8582797,1.8943506,0.93487793
-23.701416,-24.265614,-24.830399,-23.047123,-21.251797,-21.375788,-21.506882
-58.92993,-58.85311,-58.77603,-56.434532,-54.10663,-53.107418,-52.14746
25.135927,25.39125,25.647291,23.24393,20.861732,18.48585,16.152338
-46.03526,-46.74413,-47.4542,-48.05154,-48.68444,-47.132305,-45.60065
39.952736,41.515957,43.080166,43.32384,43.56894,41.05969,38.52447
76.413765,74.91284,73.4123,73.678535,73.93136,73.9825,74.038734
-8.792185,-9.377962,-9.962915,-10.077501,-10.190198,-8.356932,-6.4875736
-7.5727654,-7.2091208,-6.8462076,-7.774312,-8.685721,-10.140765,-11.536899
7.6196327,8.262274,8.905867,8.8849945,8.874879,7.9283857,6.991763
25.110838,25.111586,25.112646,27.085258,29.067593,31.628958,34.212326
-47.479378,-47.12556,-46.77272,-45.644333,-44.4909,-42.15866,-39.79346
80.68163,81.90214,83.122116,82.22996,81.33642,81.8915,82.46938
29.062292,30.89335,32.72484,32.84851,32.940742,33.407497,33.814495
-71.52765,-71.86596,-72.204735,-70.71415,-69.217865,-68.10456,-67.00715
5.4273863,5.1186504,4.8091655,4.7623596,4.759918,4.259319,3.817548
-33.349686,-32.282707,-31.21521,-29.256542,-27.319874,-27.490664,-27.707785
-6.064802,-6.831497,-7.599657,-9.0912895,-10.620062,-10.688713,-10.825209
45.245415,46.103058,46.960476,46.52213,46.074646,46.624763,47.201794
9.731386,9.305496,8.879707,9.680994,10.445816,11.553907,12.643164
-99.6787,-98.93195,-98.184296,-99.76607,-101.39221,-102.703445,-104.05112
77.42315,77.613174,77.803085,77.06819,76.36867,75.573715,74.801254
-0.5057378,-0.5883858,-0.668393,1.4897636,3.6128576,3.2631388,2.901985
-7.881324,-8.352263,-8.82433,-10.356631,-11.855385,-12.662663,-13.468843
-78.958755,-78.35707,-77.75452,-76.241135,-74.730286,-73.711555,-72.67657
-10.940965,-10.4199915,-9.899846,-10.834361,-11.750234,-12.597915,-13.393586
-24.997686,-24.729258,-24.461432,-25.60024,-26.782541,-27.350412,-27.936611
34.877205,35.00531,35.133503,35.841236,36.578674,36.7047,36.861176
2.8599675,3.1149952,3.3690655,4.6373773,5.8819623,4.685844,3.4410264
9.645451,9.8384495,10.03204,11.192559,12.334268,13.008167,13.627484
-50.346222,-50.2641,-50.181072,-49.35136,-48.524704,-50.115257,-51.68059
24.178516,23.717012,23.256348,22.34718,21.409298,22.40107,23.391441
-73.33749,-73.66614,-73.9948,-73.112045,-72.251595,-70.86912,-69.52053
8.899012,10.17333,11.448836,11.321703,11.2375965,11.045671,10.865177
-76.64981,-77.57382,-78.498886,-78.35021,-78.224846,-78.29192,-78.349335
-52.25675,-52.72388,-53.190495,-53.072994,-52.987446,-53.085552,-53.199203
23.512856,22.899834,22.28707,22.330822,22.35688,22.203503,22.063618
50.9053,50.864117,50.823204,48.618145,46.412876,45.61665,44.84837
61.65214,61.0504,60.44943,61.26086,62.068947,62.613293,63.157883
-97.96235,-99.40699,-100.853065,-100.25393,-99.656044,-97.85535,-96.01542
102.86702,103.56633,104.266,104.51889,104.7989,104.43492,104.106346
-39.153996,-38.771126,-38.38904,-37.916252,-37.438572,-39.098717,-40.732452
-82.59115,-83.043526,-83.497505,-82.2403,-80.95861,-79.242546,-77.4716
53.343616,53.799526,54.25507,54.500835,54.708267,56.445774,58.121952
-57.335743,-57.27952,-57.223457,-57.44269,-57.655064,-57.666706,-57.637165
-10.640749,-11.554972,-12.468029,-12.530602,-12.559877,-12.8313675,-13.040337
-79.84792,-80.102905,-80.359085,-79.9465,-79.557236,-78.293915,-77.08207
-8.755677,-9.032909,-9.309943,-10.61227,-11.92824,-11.514765,-11.1451025
38.734882,39.266724,39.798378,38.80197,37.81105,35.62772,33.478024
25.907448,26.579481,27.25132,26.355244,25.474432,22.98885,20.482687
-8.3385315,-7.97511,-7.611616,-7.588789,-7.5289564,-5.912451,-4.235012
59.72871,60.14851,60.56837,59.00727,57.45817,57.12901,56.844448
-25.761208,-25.78702,-25.812634,-24.12393,-22.446707,-22.304445,-22.201992
-8.76569,-9.377691,-9.989401,-9.4846735,-8.951172,-7.6294694,-6.2495914
-2.4471014,-1.9154108,-1.3830621,-2.0580347,-2.7569425,-1.9639261,-1.2355134
0.24579822,0.5304128,0.8150846,-0.6559161,-2.1244564,-4.5451965,-6.9704742
2.1340528,2.6141877,3.0947404,0.22001608,-2.6135316,-3.1396565,-3.5801854
43.925068,44.26081,44.59666,44.773117,44.941204,45.916996,46.911907
-74.94163,-75.26915,-75.596535,-76.98528,-78.35284,-80.48677,-82.62017
-25.308586,-25.863617,-26.417147,-25.028566,-23.65743,-24.987116,-26.292269
-45.223995,-45.398636,-45.574207,-45.571423,-45.565006,-45.708103,-45.83455
-55.662525,-55.08205,-54.50117,-53.97216,-53.44524,-52.63906,-51.86809
69.809204,68.12836,66.44867,65.87947,65.34642,66.114044,66.89403
-35.32775,-35.098736,-34.871002,-35.619583,-36.35522,-35.928646,-35.46549
28.999636,28.71987,28.440874,27.747768,27.053814,26.468485,25.872225
40.58503,40.255936,39.927116,40.386986,40.8512,41.511253,42.14721
107.71911,108.99551,110.27247,108.497574,106.68317,105.30179,103.92085
-109.0255,-108.6455,-108.26403,-105.84302,-103.388885,-104.82435,-106.23724
3.6302483,3.1690142,2.7075665,4.386491,6.039702,7.421023,8.756138
-18.06486,-18.319712,-18.573397,-16.433565,-14.285926,-13.418962,-12.5007715
-51.384563,-51.218884,-51.052612,-48.287148,-45.519688,-44.52436,-43.557545
11.3791485,12.093338,12.805786,11.680197,10.584007,9.853708,9.135698
17.694925,18.558676,19.421965,22.279118,25.1693,26.403584,27.675987
67.44221,68.079094,68.71531,68.41677,68.13112,66.19491,64.24641
-69.75074,-69.81588,-69.880714,-69.23735,-68.58988,-68.261826,-67.9587
86.49156,88.43609,90.38153,88.11585,85.86523,82.956825,80.08077
17.927372,17.825945,17.72506,17.937649,18.124561,16.652166,15.180397
45.00278,46.073265,47.143875,46.43421,45.719032,46.81601,47.92983
66.94419,68.211006,69.47909,69.1172,68.739784,68.80212,68.80323
-26.581656,-26.770632,-26.959492,-26.090778,-25.241478,-27.071459,-28.916103
-63.15682,-64.348625,-65.5412,-64.44374,-63.353794,-62.649826,-61.92945
-55.414658,-57.700085,-59.984818,-59.667976,-59.333805,-57.72491,-56.13288
-27.43143,-28.246586,-29.061981,-30.587288,-32.113922,-31.05599,-29.992517
-28.841808,-29.23223,-29.62138,-29.15776,-28.697304,-27.141222,-25.633486
-49.345886,-49.239048,-49.132805,-48.118088,-47.111496,-46.956184,-46.783
-32.288837,-32.907005,-33.526295,-33.10288,-32.716824,-32.661724,-32.674557
24.858261,23.766273,22.675678,20.352701,18.052742,17.013344,15.967648
11.765641,12.161958,12.557939,13.807893,15.051325,15.3578825,15.6931505
6.034824,4.7446337,3.4541833,3.440136,3.4402292,3.9119232,4.438699
-40.763596,-42.417023,-44.070873,-43.684036,-43.28303,-42.23085,-41.15426
-76.97917,-76.88933,-76.7984,-76.2551,-75.703,-75.76113,-75.80105
16.01543,15.017601,14.019834,12.347898,10.709654,10.072458,9.450583
-42.036777,-42.44761,-42.859074,-41.40482,-39.960133,-40.623848,-41.285694
-2.8868403,-3.26693,-3.6464896,-4.396745,-5.191255,-5.4779677,-5.801969
21.499992,21.863718,22.227882,21.8351,21.471123,19.827435,18.178925
39.352173,38.788837,38.225243,38.013645,37.77495,35.68873,33.5636
0.89693195,2.1016514,3.3066437,3.456423,3.6113865,2.8659742,2.1379168
-19.47908,-20.36393,-21.247566,-19.29413,-17.322067,-17.36298,-17.381832
18.740522,18.920467,19.099915,19.06943,19.008085,19.566023,20.099874
-1.4010241,-1.280669,-1.1611631,-0.5744521,0.03797558,-2.0814168,-4.171106
-30.99345,-31.469646,-31.94724,-30.956081,-29.9335,-28.275347,-26.544878
1.261725,0.48294598,-0.29634994,-0.1389174,0.04951434,-0.19317193,-0.39139313
7.1539555,6.3495054,5.54615,2.98289,0.4096535,0.2708567,0.09031282
-22.684566,-22.948208,-23.211218,-21.14701,-19.04394,-18.20552,-17.352404
23.160717,24.522934,25.88515,27.142303,28.410137,27.836264,27.27695
7.212771,7.4068475,7.601723,8.536258,9.445388,12.000556,14.520223
-3.8643339,-3.6287205,-3.394563,-0.62927556,2.1396759,1.915004,1.6964314
-77.055855,-76.967155,-76.87895,-75.31953,-73.76936,-72.30806,-70.8694
2.0095801,2.1278791,2.246169,3.8069801,5.3295493,5.655602,5.9288845
14.359658,14.94598,15.532009,14.644213,13.787302,11.735704,9.683995
11.179151,11.487078,11.794051,11.651241,11.546763,10.649314,9.787977
87.205826,88.229675,89.25408,85.26323,81.25253,78.88052,76.477394
13.299376,14.087532,14.876072,14.680209,14.474182,15.991975,17.532768
61.60079,62.349674,63.098515,62.047726,60.986897,61.092197,61.1562
56.803665,56.23195,55.660633,52.869377,50.09208,47.88302,45.69424
-2.042359,-2.117281,-2.1910868,-2.1225092,-2.029363,-2.256722,-2.458191
-0.72665435,-0.80515796,-0.8841985,0.09240598,1.0930145,-2.12828,-5.31832
-10.639713,-11.391429,-12.1431265,-14.836801,-17.511509,-18.538378,-19.515926
5.4164476,4.4440465,3.4714873,1.8635727,0.24770224,-1.4794873,-3.2312505
37.558956,37.4289,37.29859,36.678688,36.05828,35.511112,34.97528
74.29417,74.61814,74.941956,74.932304,74.922386,73.43456,71.9426
-84.82136,-85.72064,-86.61972,-88.558815,-90.47055,-91.58766,-92.64124
-61.1326,-60.96048,-60.789112,-60.558598,-60.336266,-58.76003,-57.220146
-45.915787,-46.294487,-46.67339,-45.78625,-44.915154,-44.346737,-43.779976
-3.9468176,-3.3843138,-2.822861,-2.7870715,-2.7510111,-2.465996,-2.21785
30.306877,29.82823,29.349396,29.807348,30.25402,31.018475,31.741144
1.7343644,2.4685407,3.2031145,3.0839877,2.9662218,2.991437,3.0429688
-38.101192,-39.18204,-40.26366,-38.06721,-35.87267,-34.568214,-33.231773
